"Year","Age","Male_Proportion","Female_Proportion","Male_Yr_Total","Female_Yr_Total","m","f","SetType"
2008,32,0.012158,0.01,329,400,0,0,"StRS"
2008,33,0.003039,0.005,329,400,0,0,"StRS"
2008,34,0.006079,0.0075,329,400,0,0,"StRS"
2008,35,0.155015,0.13,329,400,0,0,"StRS"
2009,2,0.012106,0.008869,413,451,0,0,"StRS"
2009,3,0.016949,0.033259,413,451,0,0,"StRS"
2009,4,0.026634,0.046563,413,451,0,0,"StRS"
2009,5,0.053268,0.101995,413,451,0,0,"StRS"
2009,6,0.053268,0.082039,413,451,0,0,"StRS"
2009,7,0.050847,0.090909,413,451,0,0,"StRS"
2009,8,0.118644,0.086474,413,451,1,0,"StRS"
2009,9,0.116222,0.126385,413,451,0,1,"StRS"
2009,10,0.07506,0.07317,413,451,0,0,"StRS"
2009,11,0.070217,0.066518,413,451,0,0,"StRS"
2009,12,0.031476,0.039911,413,451,0,0,"StRS"
2009,13,0.041162,0.019955,413,451,0,0,"StRS"
2009,14,0.033898,0.017738,413,451,0,0,"StRS"
2009,15,0.012106,0.006651,413,451,0,0,"StRS"
2009,16,0.009685,0.013303,413,451,0,0,"StRS"
2009,17,0.009685,0.004434,413,451,0,0,"StRS"
2009,18,0.016949,0.017738,413,451,0,0,"StRS"
2009,19,0.021791,0.011086,413,451,0,0,"StRS"
2009,20,0.016949,0.004434,413,451,0,0,"StRS"
2009,21,0.012106,0.002217,413,451,0,0,"StRS"
2009,22,0.009685,0,413,451,0,0,"StRS"
2009,23,0,0.002217,413,451,0,0,"StRS"
2009,24,0.004842,0.013303,413,451,0,0,"StRS"
2009,25,0.007263,0.006651,413,451,0,0,"StRS"
2009,26,0.009685,0.011086,413,451,0,0,"StRS"
2009,27,0.009685,0.002217,413,451,0,0,"StRS"
2009,28,0.002421,0.004434,413,451,0,0,"StRS"
2009,29,0.016949,0.011086,413,451,0,0,"StRS"
2009,30,0.004842,0,413,451,0,0,"StRS"
2009,31,0.004842,0.002217,413,451,0,0,"StRS"
2009,32,0.009685,0.008869,413,451,0,0,"StRS"
2009,33,0.004842,0.004434,413,451,0,0,"StRS"
2009,34,0.009685,0.002217,413,451,0,0,"StRS"
2009,35,0.099273,0.077605,413,451,0,0,"StRS"
2008,2,0,0,,,0,0,"StRS"
2008,3,0,0,,,0,0,"StRS"
2003,16,0,0,,,0,0,"StRS"
2006,30,0,0,,,0,0,"StRS"
2005,31,0,0,,,0,0,"StRS"
2005,34,0,0,,,0,0,"StRS"
