"YEAR","TRIP_ID","SET_ID","BECKET","TRAP","total_count"
2009,69067,1,1,1,10
2009,69067,1,2,2,7
2009,69067,1,3,3,10
2009,69067,1,4,4,
2009,69067,1,5,5,5
2009,69067,1,6,6,
2009,69067,1,7,7,
2009,69067,1,8,8,
2009,69067,1,9,9,2
2009,69067,1,10,10,1
2009,69067,1,11,11,4
2009,69067,1,12,12,5
2009,69067,1,13,13,2
2009,69067,1,14,14,2
2009,69067,1,15,15,4
2009,69067,1,16,16,8
2009,69067,1,17,17,3
2009,69067,1,18,18,8
2009,69067,1,19,19,2
2009,69067,1,20,20,4
2009,69067,1,21,21,6
2009,69067,1,22,22,1
2009,69067,1,23,23,2
2009,69067,1,24,24,4
2009,69067,1,25,25,2
2009,69067,2,1,1,6
2009,69067,2,2,2,13
2009,69067,2,3,3,28
2009,69067,2,4,4,43
2009,69067,2,5,5,60
2009,69067,2,6,6,44
2009,69067,2,7,7,23
2009,69067,2,8,8,44
2009,69067,2,9,9,34
2009,69067,2,10,10,14
2009,69067,2,11,11,12
2009,69067,2,12,12,15
2009,69067,2,13,13,8
2009,69067,2,14,14,11
2009,69067,2,15,15,22
2009,69067,2,16,16,14
2009,69067,2,17,17,32
2009,69067,2,18,18,25
2009,69067,2,19,19,31
2009,69067,2,20,20,19
2009,69067,2,21,21,32
2009,69067,2,22,22,21
2009,69067,2,23,23,12
2009,69067,2,24,24,22
2009,69067,2,25,25,32
2009,69067,3,1,1,18
2009,69067,3,2,2,12
2009,69067,3,3,3,3
2009,69067,3,4,4,7
2009,69067,3,5,5,5
2009,69067,3,6,6,3
2009,69067,3,7,7,
2009,69067,3,8,8,1
2009,69067,3,9,9,8
2009,69067,3,10,10,1
2009,69067,3,11,11,
2009,69067,3,12,12,
2009,69067,3,13,13,
2009,69067,3,14,14,17
2009,69067,3,15,15,1
2009,69067,3,16,16,
2009,69067,3,17,17,
2009,69067,3,18,18,
2009,69067,3,19,19,
2009,69067,3,20,20,
2009,69067,3,21,21,5
2009,69067,3,22,22,
2009,69067,3,23,23,
2009,69067,3,24,24,1
2009,69067,3,25,25,2
2009,69067,4,1,1,4
2009,69067,4,2,2,1
2009,69067,4,3,3,4
2009,69067,4,4,4,
2009,69067,4,5,5,3
2009,69067,4,6,6,1
2009,69067,4,7,7,1
2009,69067,4,8,8,1
2009,69067,4,9,9,3
2009,69067,4,10,10,2
2009,69067,4,11,11,1
2009,69067,4,12,12,1
2009,69067,4,13,13,3
2009,69067,4,14,14,2
2009,69067,4,15,15,1
2009,69067,4,16,16,4
2009,69067,4,17,17,3
2009,69067,4,18,18,6
2009,69067,4,19,19,1
2009,69067,4,20,20,
2009,69067,4,21,21,
2009,69067,4,22,22,4
2009,69067,4,23,23,1
2009,69067,4,24,24,5
2009,69067,4,25,25,2
2009,69067,5,1,1,17
2009,69067,5,2,2,10
2009,69067,5,3,3,9
2009,69067,5,4,4,29
2009,69067,5,5,5,16
2009,69067,5,6,6,16
2009,69067,5,7,7,3
2009,69067,5,8,8,12
2009,69067,5,9,9,4
2009,69067,5,10,10,6
2009,69067,5,11,11,22
2009,69067,5,12,12,3
2009,69067,5,13,13,4
2009,69067,5,14,14,7
2009,69067,5,15,15,13
2009,69067,5,16,16,10
2009,69067,5,17,17,11
2009,69067,5,18,18,15
2009,69067,5,19,19,3
2009,69067,5,20,20,7
2009,69067,5,21,21,13
2009,69067,5,22,22,14
2009,69067,5,23,23,4
2009,69067,5,24,24,21
2009,69067,5,25,25,14
2009,69067,6,1,1,1
2009,69067,6,2,2,7
2009,69067,6,3,3,
2009,69067,6,4,4,3
2009,69067,6,5,5,1
2009,69067,6,6,6,
2009,69067,6,7,7,2
2009,69067,6,8,8,1
2009,69067,6,9,9,
